Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Blanco, M., Monteserín, C., Angulo, A., Pérez-Márquez, A., Maudes, J., Murillo, N., Aranzabe, E., Ruiz-Rubio, L., Vilas, J.L.","56970537800; 57192956738; 57210081018; 57191957820; 23568745700; 57191959371; 15050188800; 36149583900; 7004174176","TiO<inf>2</inf>-doped electrospun nanofibrous membrane for photocatalytic water treatment",2019,"Polymers",11,"5", 747,,,,4,10.3390/polym11050747,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066868724&partnerID=40&md5=332bc5662aac488f23c6c3ef5af44048",Article,Final,Open Access,Scopus,2-s2.0-85066868724
"Bakhsheshi-Rad, H.R., Chen, X., Ismail, A.F., Aziz, M., Abdolahi, E., Mahmoodiyan, F.","54392539900; 10439272200; 7201548542; 24765965400; 57207255676; 57207256111","Improved antibacterial properties of an Mg-Zn-Ca alloy coated with chitosan nanofibers incorporating silver sulfadiazine multiwall carbon nanotubes for bone implants",2019,"Polymers for Advanced Technologies",30,"5",,1333,1339,,4,10.1002/pat.4563,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062371576&partnerID=40&md5=78ebc1e5c1fc90073a9d5ac8c0223e91",Article,Final,,Scopus,2-s2.0-85062371576
"Wei, Z., Liu, Z., Wang, X., Long, S., Yang, J.","55177898100; 57204021412; 56100128800; 8880033200; 57069213800","Smart carrier from electrospun core-shell thermo-sensitive ultrafine fibers for controlled drug release",2019,"European Polymer Journal",114,"",,1,10,,2,10.1016/j.eurpolymj.2019.01.050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061559808&partnerID=40&md5=d02951b51f0b80902c17d953f428ebda",Article,Final,,Scopus,2-s2.0-85061559808
"Hao, Z., Jiao, Y., Shi, Q., Zhang, H., Zhan, S.","57208381973; 7102211956; 56608533600; 56941059500; 24082008900","Improvement of NH <inf>3</inf> -SCR performance and SO <inf>2</inf> resistance over Sn modified CeMoO <inf>x</inf> electrospun fibers at low temperature",2019,"Catalysis Today",,"",,37,46,,4,10.1016/j.cattod.2018.07.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85050112883&partnerID=40&md5=983b64ec708b030f626d5ceaf46c3359",Article,Final,,Scopus,2-s2.0-85050112883
"Deng, L., Huang, C., Yan, Y.","57203877154; 57211111419; 22434327600","Filtration Performance of PVDF/ZIF-8 Composite | PVDF/ZIF-8复合滤材的制备及其过滤性能研究",2019,"Materials China",38,"5",,464,469,,,10.7502/j.issn.1674-3962.2019.05.07,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072675258&partnerID=40&md5=3b616ad1772e085f21a3f7758252ea86",Article,Final,,Scopus,2-s2.0-85072675258
"Akduman, Ç.","56024613800","Fabrication and characterization of diatomite functionalized cellulose acetate nanofibers",2019,"AATCC Journal of Research",6,"3",,28,36,,,10.14504/ajr.6.3.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070295867&partnerID=40&md5=49e70d72262f307584d31d02d941c0e7",Article,Final,,Scopus,2-s2.0-85070295867
"Gu, K., Peng, H., Hua, S., Qu, Y., Yang, D.","57209281393; 7402232364; 57205190446; 57209282497; 56988095500","Plasmon-enhanced blue-light emission of stable perovskite quantum dot membranes",2019,"Nanomaterials",9,"5", 770,,,,1,10.3390/nano9050770,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067193289&partnerID=40&md5=2cd1fe426f68514ab282c608969e965c",Article,Final,Open Access,Scopus,2-s2.0-85067193289
"Abd-Elhamid, A.I., El-Aassar, M.R., El Fawal, G.F., Soliman, H.M.A.","56023795100; 39660977900; 36805433200; 22981315600","Fabrication of polyacrylonitrile/β-cyclodextrin/graphene oxide nanofibers composite as an efficient adsorbent for cationic dye",2019,"Environmental Nanotechnology, Monitoring and Management",11,"", 100207,,,,8,10.1016/j.enmm.2018.100207,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059091978&partnerID=40&md5=92ce8dd03f062979638d95ac1ec26e30",Article,Final,,Scopus,2-s2.0-85059091978
"Jung, H.-R., Kim, K.N., Lee, W.-J.","7403029996; 45261248400; 55855432000","Heterostructured Co <inf>0.5</inf> Mn <inf>0.5</inf> Fe <inf>2</inf> O <inf>4</inf> -polyaniline nanofibers: highly efficient photocatalysis for photodegradation of methyl orange",2019,"Korean Journal of Chemical Engineering",36,"5",,807,815,,3,10.1007/s11814-019-0258-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065667722&partnerID=40&md5=3198d501f0be944f3e2bc4e80e1f9523",Article,Final,,Scopus,2-s2.0-85065667722
"Ferreira, A.C., Branco, J.B.","56327752500; 7006824538","New approach for the synthesis of nanostructured binary f-block intermetallic compounds: CO <inf>2</inf> methanation studies",2019,"Intermetallics",108,"",,32,38,,,10.1016/j.intermet.2019.02.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061535429&partnerID=40&md5=8c5eb21b9cbec926671e3ea46f7c27c4",Article,Final,,Scopus,2-s2.0-85061535429
"Mei, Y., Runjun, S., Yan, F., Honghong, W., Hao, D., Chengkun, L.","57208087037; 57208082987; 57208267837; 6507028409; 57208081900; 57203522124","Preparation, characterization and kinetics study of chitosan/PVA electrospun nanofiber membranes for the adsorption of dye from water",2019,"Journal of Polymer Engineering",39,"5",,459,471,,1,10.1515/polyeng-2018-0275,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063738269&partnerID=40&md5=6f700d789084a8b53e9b2bf7eef498c3",Article,Final,,Scopus,2-s2.0-85063738269
"Okano, C., Murota, D., Nasuno, E., Iimura, K.-I., Kato, N.","56380365000; 57205332698; 55457396200; 7004958916; 55600786500","Effective quorum quenching with a conformation-stable recombinant lactonase possessing a hydrophilic polymeric shell fabricated via electrospinning",2019,"Materials Science and Engineering C",98,"",,437,444,,1,10.1016/j.msec.2019.01.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059592528&partnerID=40&md5=d42296c2211198a2404129ed27bcbea6",Article,Final,,Scopus,2-s2.0-85059592528
"Gong, G., Xu, A., Zhang, L., Zhang, F., Li, Z.","7103214846; 57203974473; 57210163221; 57204213339; 57205196089","Preparation and characterization of nano-Al<inf>2</inf>O<inf>3</inf>/PI trilayer composite films | 纳米Al<inf>2</inf>O<inf>3</inf>/PI三层复合薄膜的制备与表征",2019,"Jiangsu Daxue Xuebao (Ziran Kexue Ban)/Journal of Jiangsu University (Natural Science Edition)",40,"3",,360,365,,,10.3969/j.issn.1671-7775.2019.03.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069662255&partnerID=40&md5=91aba325fe2502e6d348870cd0ee73df",Article,Final,,Scopus,2-s2.0-85069662255
"Li, Y., Góra, A., Anariba, F., Baji, A.","57208601195; 49561223700; 6507307983; 12763832600","Enhanced tensile strength and electrical conductivity of electrospun polyacrylonitrile Yarns via post-treatment",2019,"Polymer Composites",40,"5",,1702,1707,,3,10.1002/pc.24920,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065227730&partnerID=40&md5=229a440bdcc7760c388d63ff4ca3af85",Article,Final,,Scopus,2-s2.0-85065227730
"Díez-Pascual, A.M.","6506667731","Synthesis and applications of biopolymer composites",2019,"International Journal of Molecular Sciences",20,"9", 2321,,,,,10.3390/ijms20092321,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066061088&partnerID=40&md5=52ff10ecf6bc818bce1ef482f1c57773",Article,Final,Open Access,Scopus,2-s2.0-85066061088
"Udangawa, R.N., Mikael, P.E., Mancinelli, C., Chapman, C., Willard, C.F., Simmons, T.J., Linhardt, R.J.","57196007278; 55245970500; 57204894040; 57204903193; 57204900482; 19934365500; 35461639700","Novel Cellulose-Halloysite Hemostatic Nanocomposite Fibers with a Dramatic Reduction in Human Plasma Coagulation Time",2019,"ACS Applied Materials and Interfaces",11,"17",,15447,15456,,5,10.1021/acsami.9b04615,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065122892&partnerID=40&md5=61cb023b778989a249e76a5b17477e42",Article,Final,,Scopus,2-s2.0-85065122892
"Souza, D.C.D., Abreu, H.D.L.V.D., Oliveira, P.V.D., Capelo, L.P., Passos-Bueno, M.R., Catalani, L.H.","57206184900; 57206192399; 7102098064; 16635025600; 7007008985; 7003593379","A fast degrading PLLA composite with a high content of functionalized octacalcium phosphate mineral phase induces stem cells differentiation",2019,"Journal of the Mechanical Behavior of Biomedical Materials",93,"",,93,104,,3,10.1016/j.jmbbm.2019.02.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061567004&partnerID=40&md5=1d23a90df4399eabbcd956ffabf34a2e",Article,Final,,Scopus,2-s2.0-85061567004
"Hobzova, R., Hampejsova, Z., Cerna, T., Hrabeta, J., Venclikova, K., Jedelska, J., Bakowsky, U., Bosakova, Z., Lhotka, M., Vaculin, S., Franek, M., Steinhart, M., Kovarova, J., Michalek, J., Sirc, J.","6507705757; 57000431600; 55974152600; 16319308100; 55900695800; 37069043700; 36783219200; 6602686606; 6507938266; 6602437608; 7004267969; 7003603463; 6701665927; 7006027965; 16417601300","Poly(D,L-lactide)/polyethylene glycol micro/nanofiber mats as paclitaxel-eluting carriers: preparation and characterization of fibers, in vitro drug release, antiangiogenic activity and tumor recurrence prevention",2019,"Materials Science and Engineering C",98,"",,982,993,,5,10.1016/j.msec.2019.01.046,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060105949&partnerID=40&md5=8549a2ed812edbb279c366190be258a3",Article,Final,,Scopus,2-s2.0-85060105949
"Wu, P., Nakamura, N., Morita, H., Nam, K., Fujisato, T., Kimura, T., Kishida, A.","56307984100; 57192430722; 57206723330; 24079045400; 6603598165; 7405707744; 7005263749","A hybrid small-diameter tube fabricated from decellularized aortic intima-media and electrospun fiber for artificial small-diameter blood vessel",2019,"Journal of Biomedical Materials Research - Part A",107,"5",,1064,1070,,3,10.1002/jbm.a.36631,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061935421&partnerID=40&md5=c39926333d548058b5b87d7d965671d5",Conference Paper,Final,,Scopus,2-s2.0-85061935421
"Zhong, L., Hu, D., Qu, Y., Peng, J., Huang, K., Lei, M., Wu, T., Xiao, Y., Gu, Y., Qian, Z.","57200690394; 55307454300; 55571403600; 57209054466; 56384736300; 57194784658; 57207925892; 57200175054; 8985542000; 7201384627","Preparation of adenosine-loaded electrospun nanofibers and their application in bone regeneration",2019,"Journal of Biomedical Nanotechnology",15,"5",,857,877,,1,10.1166/jbn.2019.2761,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063260839&partnerID=40&md5=01bf4be2942beca167b7c4dcf3e54c8e",Article,Final,,Scopus,2-s2.0-85063260839
"Asmatulu, R., Veisi, Z., Uddin, M.N., Mahapatro, A.","6602683686; 55930524300; 57197550161; 6603189860","Highly Sensitive and Reliable Electrospun Polyaniline Nanofiber Based Biosensor as a Robust Platform for COX-2 Enzyme Detections",2019,"Fibers and Polymers",20,"5",,966,974,,2,10.1007/s12221-019-1096-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067644668&partnerID=40&md5=8992f0ffd5c85ed1592be0dd6c082585",Article,Final,,Scopus,2-s2.0-85067644668
"Abudula, T., Saeed, U., Memic, A., Gauthaman, K., Hussain, M.A., Al-Turaif, H.","57201273970; 56449004000; 25951496600; 6506363832; 8350301900; 6506952688","Electrospun cellulose Nano fibril reinforced PLA/PBS composite scaffold for vascular tissue engineering",2019,"Journal of Polymer Research",26,"5", 110,,,,4,10.1007/s10965-019-1772-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064529351&partnerID=40&md5=58c9bcd8a07226295ff602a7a2ca1200",Article,Final,,Scopus,2-s2.0-85064529351
"Konyalı, R., Deliormanlı, A.M.","57205682693; 6506552954","Preparation and mineralization of 13-93 bioactive glass-containing electrospun poly-epsilon-caprolactone composite nanofibrous mats",2019,"Journal of Thermoplastic Composite Materials",32,"5",,690,709,,,10.1177/0892705718772889,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064955131&partnerID=40&md5=f8c9441107cef51d3f817697ba96f550",Article,Final,,Scopus,2-s2.0-85064955131
"Ou, Q., Miao, Y., Yang, F., Lin, X., Zhang, L.-M., Wang, Y.","56865619600; 57193720468; 56864979000; 56864892600; 57207388707; 55983785000","Zein/gelatin/nanohydroxyapatite nanofibrous scaffolds are biocompatible and promote osteogenic differentiation of human periodontal ligament stem cells",2019,"Biomaterials Science",7,"5",,1973,1983,,7,10.1039/c8bm01653d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064949850&partnerID=40&md5=ffaba5a9c598858f9aa846e3ff494b12",Article,Final,Open Access,Scopus,2-s2.0-85064949850
"Partovinia, A., Koosha, M.","36081063300; 37070852900","Fabrication of novel nanocomposite nanofibrous matrices retaining high concentration of microbial cells for heavy crude oil biodegradation",2019,"Express Polymer Letters",13,"5",,484,499,,1,10.3144/expresspolymlett.2019.40,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064192111&partnerID=40&md5=9f73750a42f81e399a9129b02ca40c19",Article,Final,Open Access,Scopus,2-s2.0-85064192111
"Banitaba, S.N., Semnani, D., Rezaei, B., Ensafi, A.A.","57193456268; 23009830900; 8285878300; 7004913329","Evaluating the electrochemical properties of PEO-based nanofibrous electrolytes incorporated with TiO <inf>2</inf> nanofiller applicable in lithium-ion batteries",2019,"Polymers for Advanced Technologies",30,"5",,1234,1242,,4,10.1002/pat.4556,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061057909&partnerID=40&md5=d0a4482bf222a72842a6ff10ae98d036",Article,Final,,Scopus,2-s2.0-85061057909
"Preethi, G.U., Unnikrishnan, B.S., Joseph, M.M., Shiji, R., Sreelekha, T.T.","57193123683; 57214132483; 54891840900; 57190340415; 6603646938","Biogenic silver nanoparticles embedded polyvinyl alcohol nanofibrous scaffolds avert tumour and bacterial growth",2019,"Current Science",116,"10",,1735,1741,,,10.18520/cs/v116/i10/1735-1741,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070811481&partnerID=40&md5=5b7597b4b8ed1f8698fb5db345ecba28",Article,Final,Open Access,Scopus,2-s2.0-85070811481
"Sun, Y., Shan, H., Wang, J., Wang, X., Yang, X., Ding, J.","57213516234; 26639672700; 56502035400; 55736882900; 56136531400; 55445127000","Laden nanofiber capsules for local malignancy chemotherapy",2019,"Journal of Biomedical Nanotechnology",15,"5",,939,950,,6,10.1166/jbn.2019.2745,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063251806&partnerID=40&md5=7f233239114fbb38fe3490acc58141b6",Article,Final,,Scopus,2-s2.0-85063251806
"Li, H., Chu, S., Ma, Q., Wang, J., Che, Q., Wang, G., Yang, P.","57196361684; 57204463049; 36911445300; 56177358300; 35335887400; 57198493026; 56413501700","Hierarchical WO<inf>3</inf>/ZnWO<inf>4</inf> 1D fibrous heterostructures with tunable in-situ growth of WO<inf>3</inf> nanoparticles on surface for efficient low concentration HCHO detection",2019,"Sensors and Actuators, B: Chemical",286,"",,564,574,,3,10.1016/j.snb.2019.02.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061288323&partnerID=40&md5=7015c6b71fc605b45b799d3cf8af8f22",Article,Final,,Scopus,2-s2.0-85061288323
"Zhang, L., Feng, G., Li, X., Cui, S., Ying, S., Feng, X., Mi, L., Chen, W.","57202608000; 57197873917; 57205704330; 7202413879; 57205701770; 26637650600; 7005573161; 55715983400","Synergism of surface group transfer and in-situ growth of silica-aerogel induced high-performance modified polyacrylonitrile separator for lithium/sodium-ion batteries",2019,"Journal of Membrane Science",577,"",,137,144,,5,10.1016/j.memsci.2019.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061211115&partnerID=40&md5=bfc25011a3b2bf80626d51846eefe08d",Article,Final,,Scopus,2-s2.0-85061211115
"Chen, J., Duan, H., Pan, H., Yang, X., Pan, W.","56342899700; 57202505277; 35113788100; 8576770500; 55823137500","Two types of core/shell fibers based on carboxymethyl chitosan and Sodium carboxymethyl cellulose with self-assembled liposome for buccal delivery of carvedilol across TR146 cell culture and porcine buccal mucosa",2019,"International Journal of Biological Macromolecules",128,"",,700,709,,6,10.1016/j.ijbiomac.2019.01.143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060936229&partnerID=40&md5=3d6568da151fa86ffeb356749866d79d",Article,Final,,Scopus,2-s2.0-85060936229
"Darzi, M.E., Golestaneh, S.I., Kamali, M., Karimi, G.","57205332299; 57190879465; 57198174453; 57190512746","Thermal and electrical performance analysis of co-electrospun-electrosprayed PCM nanofiber composites in the presence of graphene and carbon fiber powder",2019,"Renewable Energy",135,"",,719,728,,10,10.1016/j.renene.2018.12.028,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059553951&partnerID=40&md5=a42f14223004cc000bff757cc1b7f441",Article,Final,,Scopus,2-s2.0-85059553951
"Yu, T., Gleeson, S.E., Li, C.Y., Marcolongo, M.","56502837900; 56847195600; 8915440100; 6701561203","Electrospun poly(ε-caprolactone) nanofiber shish kebabs mimic mineralized bony surface features",2019,"Journal of Biomedical Materials Research - Part B Applied Biomaterials",107,"4",,1141,1149,,3,10.1002/jbm.b.34207,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053923271&partnerID=40&md5=ef17f984d6b99e1ef716c4de110a8b45",Article,Final,,Scopus,2-s2.0-85053923271
"Kim, M.-S., Kim, Y.-J.","57199746575; 56195058400","Polycaprolactone composite membranes containing polyphenol-loaded hydroxyapatite nanoparticles for bone regeneration",2019,"Polymer (Korea)",43,"3",,337,345,,,10.7317/pk.2019.43.3337,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068216179&partnerID=40&md5=5d9e0442583f18ab2ef992c26205986d",Article,Final,,Scopus,2-s2.0-85068216179
"Zvereva, E.A., Vasilchikova, T.M., Stratan, M.I., Belik, A.A., Vasiliev, A.N.","57197838974; 23969725300; 56922139700; 21638631900; 7101778849","Spin Dynamics of Two-Dimensional Triangular-Lattice Antiferromagnet 3R-AgFeO <inf>2</inf>",2019,"Applied Magnetic Resonance",50,"5",,637,648,,,10.1007/s00723-018-1106-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058371801&partnerID=40&md5=3436b350e3c81c87b88757bc7b9aa73c",Article,Final,,Scopus,2-s2.0-85058371801
"Smoak, M.M., Han, A., Watson, E., Kishan, A., Grande-Allen, K.J., Cosgriff-Hernandez, E., Mikos, A.G.","57188260500; 57208868651; 57194551757; 55957209300; 6602569298; 24780687300; 56833794600","Fabrication and characterization of electrospun decellularized muscle-derived scaffolds",2019,"Tissue Engineering - Part C: Methods",25,"5",,276,287,,2,10.1089/ten.tec.2018.0339,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065981823&partnerID=40&md5=7d57186fe0235657451e574d92910a48",Article,Final,,Scopus,2-s2.0-85065981823
"Lee, S., Matsugaki, A., Kasuga, T., Nakano, T.","55870226800; 24172720900; 7103325741; 7403896013","Development of bifunctional oriented bioactive glass/poly(lactic acid) composite scaffolds to control osteoblast alignment and proliferation",2019,"Journal of Biomedical Materials Research - Part A",107,"5",,1031,1041,,3,10.1002/jbm.a.36619,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061333269&partnerID=40&md5=98726df1aeae025c32dc399902d4a28a",Article,Final,Open Access,Scopus,2-s2.0-85061333269
